Married,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,h_c,s
1,0,3,190,190,2,6,0,40,20,0,0,0,0,0.11471207629331198
1,0,2,920,310,0,0,0,520,0,1,11,1,1,0.5787401842243691
0,0,2,680,60,0,6,0,660,0,1,4,1,1,0.39984154296312535
0,0,3,780,90,0,0,1,680,0,1,15,1,1,0.691398605402608
0,0,2,2160,70,0,0,3,2160,0,1,3,1,0,0.3892148165613498
0,0,3,2350,550,0,5,0,2350,130,0,0,0,0,0.12126781741077403
1,0,3,40,40,1,6,0,10,10,0,0,0,1,0.1256287554004003
1,0,1,1890,660,1,0,4,1870,90,1,2,1,1,0.36070593162755593
1,1,2,1080,90,0,0,0,1030,0,1,9,1,1,0.503898176331778
1,0,1,560,220,2,2,3,520,50,0,0,0,0,0.12708804115868913
1,0,1,610,130,0,0,6,570,40,1,2,1,1,0.40697871658124435
1,0,2,1540,70,0,0,4,1510,70,0,0,0,0,0.14638101067000078
0,0,3,880,880,2,6,0,880,50,0,0,0,0,0.10977716509624731
0,0,3,3370,150,0,0,3,3370,120,0,0,0,0,0.13067999142043205
0,1,2,190,190,2,5,0,0,0,1,1,1,0,0.2555933593087147
0,0,2,10,30,1,6,0,10,10,0,0,0,0,0.12131071411152754
0,0,1,330,40,1,5,0,330,30,0,0,0,0,0.12013875802086701
1,0,2,0,0,0,6,0,0,0,1,1,1,0,0.3352677730072261
1,0,2,1850,70,0,0,3,1850,70,0,0,0,0,0.14113833930917175
0,0,2,8030,270,0,0,0,7250,260,0,0,0,1,0.09707351828492293
0,0,3,640,550,1,6,0,200,90,0,0,0,0,0.10974213579204867
0,0,2,3540,310,0,0,0,3540,160,0,0,0,0,0.11528627740186662
0,0,1,790,40,0,0,0,680,40,0,0,0,0,0.12077813690814197
1,0,2,460,40,0,3,0,400,40,0,0,0,0,0.1300289139481867
1,0,2,650,650,2,6,0,100,100,0,0,0,0,0.10590185793971485
1,0,2,2500,130,0,0,3,2500,130,0,0,0,0,0.13812941807707257
0,0,2,340,50,0,0,0,140,50,0,0,0,0,0.11848079410223752
0,0,2,0,20,1,6,0,0,0,1,1,1,0,0.3066791710750798
1,0,1,2090,110,0,0,6,1920,90,1,12,1,1,0.6700657681136775
0,0,2,2180,1640,1,6,0,340,0,0,0,0,0,0.09095089423657686
1,0,2,6300,460,0,0,4,5940,220,0,0,0,0,0.1294950620782536
0,0,3,480,40,0,6,0,480,40,0,0,0,0,0.12755271992758413
0,0,3,2010,950,1,5,0,2010,30,0,0,0,1,0.11637815376847563
1,0,3,930,60,0,4,0,890,60,0,0,0,0,0.12944425391140713
1,0,3,1560,880,2,5,0,1560,50,0,0,0,0,0.11351718838367708
0,1,3,1530,70,0,1,3,1510,70,0,0,0,0,0.12034209464502596
1,0,2,2110,120,0,0,4,2110,90,1,2,1,0,0.37859449262767897
1,0,3,250,250,2,6,0,0,0,0,0,0,0,0.11364863504944309
0,0,3,5840,220,0,1,0,5490,200,0,0,0,0,0.106952877406018
0,1,2,1440,610,0,3,1,930,610,0,0,0,0,0.09034184393347978
1,0,3,690,310,1,6,0,330,60,0,0,0,0,0.11747183534220959
1,0,2,2360,1530,2,6,0,2150,610,0,0,0,0,0.09408063439068273
1,0,2,930,790,1,1,5,930,40,1,4,1,0,0.43221377390930454
1,0,3,120,0,0,6,0,120,0,0,0,0,0,0.13540337071823014
0,0,1,340,40,0,0,0,280,0,1,6,1,0,0.44204441653636173
1,0,2,10,10,1,6,0,0,0,1,1,1,0,0.3176396307622837
1,0,3,120,120,3,6,0,40,120,0,0,0,0,0.10508660929753749
1,0,3,1180,150,0,3,0,610,90,0,0,0,0,0.11786695739296353
0,0,2,1500,140,0,0,6,1420,0,1,7,1,1,0.532315572477597
1,0,2,5220,200,0,0,0,4910,0,1,4,1,1,0.37887404448018813
1,0,2,2470,100,0,0,0,2470,100,0,0,0,0,0.12394485562308993
0,0,3,210,210,3,5,0,50,210,0,0,0,0,0.09555780782402545
1,0,2,20,20,0,6,0,20,20,0,0,0,0,0.13561004422838266
0,0,1,260,80,0,0,2,250,0,1,7,1,1,0.49467505356727626
1,0,2,160,180,2,6,0,40,30,0,0,0,0,0.11568106454536477
0,1,2,6210,190,0,0,0,6210,190,0,0,0,0,0.09979215975292084
1,0,2,30,40,2,6,0,0,0,1,1,1,0,0.30013112492663674
0,0,3,3460,130,0,0,6,3460,130,0,0,0,0,0.14630752897597385
0,0,2,600,40,0,0,6,600,40,1,5,1,0,0.47764870593190856
0,0,3,100,100,3,6,0,40,40,0,0,0,0,0.10292331595518675
0,0,3,160,160,1,6,0,70,40,0,0,0,0,0.11773124549023095
0,0,3,5210,5520,3,5,1,230,680,1,4,1,0,0.15322574915031825
0,0,2,110,160,3,6,0,50,10,0,0,0,1,0.10448056365971682
1,0,2,40,20,3,6,0,20,10,1,2,1,0,0.3071880728690944
1,0,3,470,470,2,6,0,70,30,0,0,0,0,0.10994423666351645
1,0,3,0,0,0,6,0,0,0,1,1,1,1,0.33357167546477856
1,0,2,1340,1350,2,6,0,530,400,0,0,0,0,0.09250994550944855
1,0,2,320,100,0,6,0,120,30,1,2,1,0,0.3506434220334595
1,1,3,290,280,1,1,4,230,40,0,0,0,0,0.12360848820307606
0,0,2,210,5070,1,6,0,210,0,1,3,1,0,0.34686804929401854
0,0,3,260,200,1,6,0,230,90,0,0,0,0,0.11693364265593201
0,0,3,8870,840,0,1,1,8870,220,0,0,0,0,0.11337289356738203
1,0,1,3000,110,0,0,4,2960,110,0,0,0,0,0.14405211034565352
0,0,3,2440,1580,1,4,0,1040,80,0,0,0,0,0.09230257398670487
1,0,2,1430,180,1,4,1,1430,40,0,0,0,0,0.12744070257446072
0,0,3,310,220,2,6,0,0,180,0,0,0,0,0.102039556406348
1,0,2,470,470,3,6,0,40,470,0,0,0,0,0.09034820147072492
1,0,3,700,700,3,3,0,210,480,0,0,0,0,0.08609021381881919
0,0,1,2850,110,0,0,0,2850,110,0,0,0,0,0.1184769579763558
0,0,3,40,40,1,6,0,0,0,0,0,0,0,0.12013158413798332
1,0,2,950,150,0,2,0,650,0,1,7,1,1,0.4751467202253592
0,0,1,2660,210,0,0,1,1160,60,1,5,1,1,0.36100390639564206
0,0,3,840,860,4,6,0,640,850,0,0,0,0,0.07307023706720286
0,0,3,110,110,1,6,0,0,110,1,1,1,0,0.2935581121577245
1,0,3,2840,2840,5,6,0,10,60,0,0,0,0,0.059303458612634974
0,0,2,1550,170,0,0,2,1550,60,0,0,0,0,0.13025460089413757
1,0,1,540,80,0,1,3,450,80,1,12,1,1,0.6483262946732987
1,1,2,670,100,0,0,6,590,100,1,8,1,1,0.534436727266785
0,0,3,0,10,1,6,0,0,0,1,1,1,0,0.3050790358940868
1,0,1,1570,70,0,0,0,1410,60,0,0,0,0,0.12419280196566726
0,0,2,2760,130,0,6,0,2410,90,0,0,0,0,0.11856359167831784
1,0,3,650,650,2,6,0,40,30,0,0,0,0,0.10641768246899604
0,0,2,300,40,0,6,0,230,30,0,0,0,0,0.12767111269640988
1,0,3,990,80,0,0,0,840,50,1,2,1,0,0.3351689310061326
0,0,2,640,0,0,5,0,640,0,0,0,0,0,0.12867697276960738
0,0,3,40,760,1,6,0,40,0,0,0,0,0,0.12017311686467613
1,0,2,620,600,1,1,4,590,50,0,0,0,0,0.13909587331264858
1,0,1,610,50,0,0,3,580,50,0,0,0,1,0.14348433643800051
0,0,3,3210,110,0,0,3,3210,0,1,3,1,0,0.38536570882349025
1,0,3,1250,1250,3,6,0,100,340,0,0,0,1,0.08295232653897038
0,0,2,160,160,2,6,0,120,120,0,0,0,0,0.10882596807495794
0,0,3,150,150,1,6,0,140,0,1,2,1,0,0.3287521453280157
1,0,3,520,520,3,6,0,250,510,0,0,0,0,0.0906975560257968
1,0,2,660,600,1,6,0,660,600,1,2,1,0,0.2985900390254494
0,1,2,840,840,3,4,0,170,370,0,0,0,0,0.07410877928371581
1,0,2,690,50,0,1,0,610,50,0,0,0,0,0.12694968587516933
1,0,1,300,60,0,6,0,210,40,1,16,1,0,0.7297014292563426
0,0,1,780,140,0,0,4,720,0,1,8,1,0,0.5422391326472805
0,0,3,9950,610,0,0,6,9300,610,0,0,0,0,0.11120418242334452
1,0,2,1550,70,0,0,3,1530,70,1,2,1,0,0.36996226868190424
1,0,2,380,50,0,6,0,310,50,0,0,0,0,0.13282005651542517
1,0,2,14840,470,0,0,1,14840,0,1,3,1,0,0.3563925749937878
0,0,3,1890,1890,3,4,0,490,40,0,0,0,0,0.08106310203461475
0,0,3,2790,150,0,0,0,2790,150,0,0,0,0,0.1155782106735415
0,1,2,1500,610,0,0,4,1470,60,0,0,0,0,0.12468050389037198
0,0,2,2640,150,0,0,4,2640,90,0,0,0,0,0.13860575490825214
0,0,2,2130,2080,1,1,4,860,0,0,0,0,0,0.1108453587595957
1,0,2,620,50,0,0,6,520,50,1,2,1,0,0.4021900610049228
1,0,3,1340,1340,3,6,0,600,1060,0,0,0,0,0.07097401688572652
0,0,1,1840,140,0,0,4,1770,80,1,2,1,0,0.36666280197367473
0,0,2,590,50,0,0,4,520,50,0,0,0,0,0.14085538443020515
0,0,3,1630,130,0,0,0,1530,0,2,7,1,0,0.6054203643629091
1,0,1,3270,110,0,0,0,3270,110,1,2,1,0,0.3355336460505673
1,0,3,14940,730,0,0,6,13870,610,0,0,0,0,0.10589158252155999
0,0,3,2690,2520,2,6,0,120,2520,0,0,0,0,0.03447649683830982
1,0,1,530,90,0,6,0,340,90,1,12,1,0,0.6237416951965944
0,0,1,210,210,1,5,0,0,0,1,1,1,1,0.298483872863184
1,0,3,3600,3550,1,3,0,100,30,0,0,0,0,0.06988067969580201
1,0,2,1030,120,0,0,6,820,120,2,4,1,0,0.5905949085643261
1,0,2,600,40,0,2,0,590,0,1,3,1,0,0.3768942527361579
0,1,2,500,190,0,0,2,300,190,1,4,1,0,0.35533360530239494
1,0,2,30,50,3,6,0,0,0,0,0,0,1,0.1104488969880421
0,0,2,1480,70,0,3,3,1400,70,0,0,0,0,0.1370903666152582
0,0,3,1680,150,0,6,0,1510,80,1,12,1,0,0.6069380475349383
1,0,2,290,60,0,6,0,160,50,0,0,0,1,0.1317885788861935
0,0,3,5190,270,0,0,0,4910,270,0,0,0,0,0.10540251128037577
1,0,2,0,0,0,6,0,0,0,1,1,1,1,0.3352677730072261
0,0,1,120,120,4,6,0,0,0,1,1,1,1,0.2564817191142378
0,0,3,410,410,3,6,0,190,100,0,0,0,0,0.0983900676948822
0,0,2,890,60,0,0,6,820,50,0,0,0,0,0.15177721468536753
0,0,1,440,20,0,6,0,440,20,0,0,0,0,0.13004349051741815
0,0,3,840,90,0,0,6,830,0,1,12,1,1,0.6693778699468297
1,0,3,1540,80,0,0,3,1470,80,0,0,0,0,0.13876565093190252
0,0,1,1090,120,0,0,3,1050,60,1,2,1,1,0.3602758271013137
1,0,3,8680,300,0,0,0,8210,0,1,3,1,1,0.33872133744683164
0,0,2,1630,150,0,6,0,1630,60,0,0,0,0,0.12657346703168312
0,0,2,420,60,0,0,0,340,60,2,4,1,1,0.5223784408026698
1,0,1,3360,0,0,1,0,3360,0,1,22,1,0,0.8360389024581644
1,0,2,470,280,1,6,0,150,90,0,0,0,0,0.11812605998297598
1,0,2,250,250,4,6,0,30,250,0,0,0,0,0.09284592139574734
1,0,2,70,0,0,6,0,70,0,1,28,1,1,0.9149247749250761
0,0,1,2720,130,0,0,0,2470,120,0,0,0,0,0.1141174433856537
0,0,2,1730,50,0,5,0,1730,50,0,0,0,0,0.12587908783273744
1,0,2,2840,70,0,5,0,2840,50,1,2,1,1,0.3498211111092614
0,0,2,10,30,1,6,0,10,10,1,2,1,0,0.33053947841452447
1,0,2,2700,110,0,0,0,2700,90,0,0,0,0,0.12409083450460345
0,0,3,1080,100,0,6,0,1080,60,0,0,0,0,0.1262562643387037
0,1,2,1540,70,0,1,5,1540,50,0,0,0,0,0.13215307144951946
0,0,2,110,60,1,6,0,110,0,1,1,1,0,0.3064240508599359
0,0,2,4130,180,0,0,6,3810,180,1,14,1,1,0.6910626761584422
0,1,2,270,70,0,0,4,210,0,1,7,1,1,0.48026957883273297
1,0,3,640,640,4,6,0,580,640,0,0,0,0,0.08363327203927058
1,0,2,1550,140,0,0,0,1370,90,1,2,1,1,0.33182433620787394
1,0,3,3630,3630,3,5,0,260,770,0,0,0,0,0.04993063463638866
1,0,3,0,0,0,6,0,0,0,0,0,0,0,0.13551401043998992
0,0,3,3390,90,1,3,0,3390,90,0,0,0,0,0.1121010235534787
0,1,3,270,50,0,6,0,270,50,0,0,0,0,0.11340744413060823
1,0,2,2590,70,0,0,4,1450,70,0,0,0,0,0.12462695457270642
0,0,3,160,160,4,6,0,160,160,0,0,0,0,0.09331631724415376
0,0,3,7380,310,0,0,0,7380,240,0,0,0,0,0.10894120052690341
1,0,2,2360,150,0,0,1,2360,70,0,0,0,0,0.13005527617403478
0,0,2,1530,70,0,0,3,1530,0,1,12,1,0,0.6397893559156681
1,0,2,660,90,0,0,0,520,90,1,4,1,1,0.3871223933429958
0,0,3,620,90,0,0,6,520,90,1,5,1,1,0.46757882485255875
1,0,2,9290,490,0,0,6,9120,400,0,0,0,0,0.13387130620914695
0,0,2,2230,110,0,1,0,2140,90,0,0,0,0,0.1183625232062753
0,0,2,10530,520,0,4,2,10320,520,1,2,1,0,0.3010591361777055
0,0,3,1210,650,2,6,0,1210,650,0,0,0,0,0.09212352580009478
0,0,2,570,40,0,0,5,500,40,0,0,0,0,0.14681979498273703
1,0,2,630,630,4,6,0,190,100,0,0,0,0,0.09345139429050925
1,0,2,1810,200,0,0,0,1630,200,1,8,1,1,0.4854934410205201
0,0,3,130,60,0,6,0,70,60,0,0,0,0,0.12605819509069247
1,0,2,1510,1460,1,2,0,1510,40,1,2,1,1,0.32631627676597513
0,0,3,1140,460,1,6,0,570,150,0,0,0,0,0.1055699884152241
0,0,3,90,80,1,6,0,70,60,2,7,1,1,0.6018305213495982
0,0,2,1990,110,0,0,0,1940,70,0,0,0,0,0.11890524311074774
1,0,2,3300,160,0,0,2,3300,160,0,0,0,0,0.1310010276043321
0,0,2,640,280,1,6,0,640,0,1,3,1,0,0.35521097079185454
1,0,2,2980,90,0,0,0,2980,90,0,0,0,1,0.12386955727048583
0,0,3,860,40,0,6,0,850,40,0,0,0,0,0.12704242639913785
0,0,1,20,20,1,6,0,10,0,0,0,0,0,0.12230137565517832
1,0,3,440,20,0,6,0,440,20,0,0,0,0,0.1343343077348581
0,0,2,6740,270,0,0,3,6740,270,0,0,0,0,0.12309478084337161
1,0,2,20,20,3,6,0,10,20,2,4,1,1,0.4980233454130135
0,0,1,300,100,0,0,3,300,60,2,4,1,1,0.5610678135107856
1,0,1,610,90,1,1,5,500,90,1,6,1,1,0.4840161176124035
1,0,2,920,120,0,0,6,890,50,1,2,1,0,0.40417888657468337
1,0,2,290,150,0,6,0,170,30,0,0,0,0,0.13262908669812964
0,0,2,5100,400,0,0,6,4920,210,1,2,1,1,0.3654442584600631
1,0,2,6370,250,0,0,2,6300,250,1,2,1,0,0.33557369995826125
0,0,3,1240,330,0,6,0,760,330,1,2,1,0,0.30414610099875067
0,0,3,40,40,1,6,0,30,0,0,0,0,0,0.1206404048150862
1,0,3,3130,140,1,5,0,3130,0,0,0,0,0,0.12272491441901272
1,0,2,360,360,2,6,0,40,30,0,0,0,1,0.11213736067929449
0,0,2,4000,180,0,0,0,3500,140,0,0,0,0,0.10774454124658032
0,0,3,20,0,0,6,0,20,0,0,0,0,0,0.12944614631150236
0,0,3,530,530,3,6,0,520,110,0,0,0,0,0.10094286593856829
1,0,1,3120,270,0,0,6,2840,270,1,8,1,1,0.5423369930103117
1,0,2,2110,90,0,0,0,1950,90,1,12,1,1,0.6065219384071647
0,0,2,280,280,3,6,0,90,100,0,0,0,0,0.09968695682414731
1,0,2,2720,160,0,0,2,2620,160,0,0,0,0,0.12970300410725766
1,0,2,680,680,2,6,0,480,350,0,0,0,0,0.10352276029677589
1,0,2,1590,120,0,6,0,1240,100,0,0,0,0,0.12483720424665763
0,0,3,6460,270,0,0,4,4210,150,0,0,0,1,0.09574508007740203
0,0,2,1860,80,0,0,0,1860,60,0,0,0,0,0.1202232465325918
0,0,1,460,40,0,0,0,420,0,1,5,1,1,0.4148490163013314
0,0,3,250,120,2,6,0,10,70,0,0,0,0,0.10653555561504591
1,0,2,250,50,0,6,0,160,30,0,0,0,0,0.1333156666863668
0,1,2,310,90,0,0,5,290,40,0,0,0,0,0.1321495822170902
1,0,2,220,50,0,0,0,140,0,2,7,1,0,0.6232443224094123
0,0,2,410,80,0,6,0,250,50,0,0,0,0,0.12523094698942333
1,0,2,610,1420,2,6,0,610,40,1,1,1,0,0.29506426473342656
0,1,1,870,120,0,0,3,870,60,0,0,0,0,0.12214030871007303
1,0,2,370,150,2,6,0,30,140,0,0,0,0,0.10849191430106638
1,0,3,2570,610,0,0,0,1770,610,0,0,0,0,0.09435924987511464
1,1,2,1550,220,0,0,3,1360,220,1,10,1,0,0.5412487120865935
1,0,2,110,110,2,6,0,0,110,1,1,1,0,0.28980736363230475
0,0,1,890,50,0,0,6,860,50,1,2,1,0,0.3935798416672281
0,0,2,30,0,0,6,0,30,0,0,0,0,0,0.13029835668741424
1,0,2,6350,310,0,0,3,6350,0,1,4,1,1,0.42076979539030696
0,1,2,560,180,0,0,3,140,60,0,0,0,0,0.11453144523108394
1,0,3,150,200,3,6,0,110,0,0,0,0,0,0.10933192315507519
0,1,3,890,40,0,1,2,890,0,1,4,1,1,0.3770765090987027
0,1,2,3460,340,0,0,1,3020,340,1,8,1,0,0.4258450849402357
1,0,2,1890,280,0,0,0,1710,60,0,0,0,1,0.1225600314294984
1,0,2,3380,140,0,0,0,3380,140,0,0,0,0,0.12174130129647802
0,0,3,480,480,2,5,0,0,0,1,1,1,0,0.2697648159812084
0,0,2,50,50,1,6,0,40,40,0,0,0,0,0.1200587490657032
0,1,2,910,760,1,0,4,850,50,0,0,0,0,0.11655857603933366
0,0,2,920,100,0,0,0,760,100,1,12,1,1,0.5953472781547628
1,0,2,240,50,0,6,0,170,0,1,12,1,0,0.6338617917251582
1,0,3,250,140,1,2,0,140,40,1,2,1,1,0.32537317764779555
1,0,2,300,20,0,6,0,300,0,1,2,1,0,0.3603976130614688
1,0,0,3500,310,1,2,2,3500,150,1,2,1,1,0.340422013235818
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
0,0,3,30,30,2,6,0,0,30,1,1,1,0,0.28565702404961396
1,0,1,1050,30,0,0,0,1050,30,1,7,1,0,0.4818861271040616
0,0,2,9890,3080,0,0,2,6970,3080,0,0,0,0,0.031242003859332342
1,0,2,60,60,2,6,0,0,10,2,7,1,1,0.5999196470469215
0,1,1,790,60,0,4,0,780,60,0,0,0,1,0.11211281646963414
0,1,3,930,60,0,0,6,890,60,0,0,0,0,0.13481319755397894
1,0,2,5690,250,0,0,0,5690,250,0,0,0,0,0.11601029422411191
1,0,1,290,50,0,6,0,270,40,0,0,0,0,0.13509094119683585
1,0,2,80,20,1,6,0,80,0,0,0,0,1,0.1273429719835996
0,0,3,600,30,0,5,1,600,30,0,0,0,1,0.13181358912953348
0,0,2,4130,290,0,0,6,4080,190,1,2,1,1,0.3737978902990874
0,0,2,920,110,0,0,0,770,110,1,4,1,0,0.37229978932894026
1,0,2,130,130,1,6,0,120,0,0,0,0,0,0.1270194878601021
0,0,3,180,180,3,6,0,0,60,0,0,0,0,0.10045751243096358
0,0,2,2880,60,0,0,3,2880,60,1,2,1,1,0.3568707719986018
0,0,2,400,100,0,0,0,270,50,1,2,1,0,0.3268990214408602
0,0,3,1550,1570,2,5,0,70,1570,0,0,0,0,0.055051135778944826
0,0,1,280,40,0,0,4,200,40,1,2,1,1,0.3723629828281426
1,0,2,2720,120,0,0,0,2520,90,0,0,0,0,0.12062518121450445
1,0,3,6080,6080,3,2,0,4700,5900,0,0,0,0,0.012657433509276261
0,0,3,490,60,0,0,1,390,40,1,6,1,0,0.4442684685736733
0,1,1,520,60,0,0,0,480,60,0,0,0,0,0.10809535895681742
0,0,3,230,230,2,6,0,20,10,0,0,0,1,0.10879046613723872
0,0,2,940,70,0,0,6,910,50,1,7,1,1,0.5315217680590565
0,0,2,3970,180,0,0,0,3850,180,1,8,1,0,0.4721682844823499
1,0,1,1480,60,0,2,3,1440,60,0,0,0,1,0.14439503930386338
0,0,3,1390,60,0,0,0,1240,60,0,0,0,1,0.11731603963572176
0,0,2,1020,100,0,0,6,530,40,1,2,1,0,0.3747740951141839
0,0,2,390,390,3,6,0,250,90,0,0,0,1,0.10053935490906803
1,0,3,280,310,4,6,0,120,0,0,0,0,0,0.10000513133829277
0,0,2,330,50,0,0,0,250,50,1,11,1,1,0.5761130330912004
0,1,3,2380,100,0,4,2,2380,100,0,0,0,0,0.11723668047394432
1,0,3,90,90,3,6,0,0,40,1,1,1,0,0.2776461741059882
1,0,2,580,50,0,0,0,460,50,0,0,0,0,0.12528304511530172
1,0,1,670,150,0,6,0,370,40,2,7,1,1,0.6261850809723947
0,0,0,320,320,2,6,0,30,60,1,1,1,0,0.2789302152503878
0,0,2,2730,310,0,0,0,2730,150,0,0,0,0,0.11627060790035997
1,0,2,1330,180,0,0,0,1310,60,0,0,0,0,0.12591873871114598
0,0,3,800,730,1,6,0,540,310,0,0,0,0,0.1054062967503067
0,0,2,860,150,0,0,0,640,40,2,8,1,1,0.6277998920217368
0,0,3,710,610,1,2,0,710,160,0,0,0,0,0.11056829715641761
0,0,2,310,80,1,5,0,190,50,0,0,0,0,0.116643171579802
0,0,3,80,80,2,6,0,30,40,0,0,0,0,0.11058207464069589
1,0,2,1550,620,0,6,0,230,220,0,0,0,0,0.1047543420291355
0,0,2,450,40,0,0,0,330,40,0,0,0,0,0.12008484641035291
0,0,3,60,60,3,6,0,0,20,1,1,1,0,0.26952244570332284
0,0,3,1730,900,3,5,0,1730,20,1,3,1,0,0.3120628825715876
1,0,2,7080,480,0,0,6,7080,310,0,0,0,0,0.1426684878802892
1,0,2,570,40,0,0,5,510,40,0,0,0,0,0.15374621709114789
0,0,1,2160,90,0,0,6,2140,70,0,0,0,0,0.15163606596544427
0,0,2,3070,380,0,0,4,2990,380,1,2,1,1,0.33970450705367045
1,0,2,520,6110,3,6,0,190,210,0,0,0,0,0.09477418502767049
0,0,2,590,50,0,0,6,490,50,1,2,1,1,0.3896558454462045
0,0,2,500,460,1,6,0,170,460,0,0,0,0,0.10100637380128644
1,0,1,460,50,0,0,0,460,40,0,0,0,0,0.1287224788366808
1,0,1,3170,140,1,4,0,3130,140,0,0,0,0,0.1178165903160795
1,0,0,2410,120,0,0,6,2300,120,0,0,0,0,0.15520027434730999
0,0,2,290,90,1,6,0,290,0,1,2,1,0,0.3306573112258065
0,0,2,720,1010,1,6,0,580,50,0,0,0,0,0.11616824771435987
1,0,2,1730,80,0,0,0,1570,60,0,0,0,0,0.12322115584307282
0,0,2,5250,310,0,0,0,5250,310,0,0,0,0,0.10910859392010697
0,0,3,10,60,3,6,0,10,0,1,4,1,0,0.3451262014865442
1,0,2,7950,400,0,0,3,7840,400,0,0,0,0,0.12119927459174117
0,0,3,10,20,1,6,0,10,0,0,0,0,0,0.12085326124000842
1,0,2,900,50,0,0,6,790,50,0,0,0,0,0.15782721639436137
0,0,2,400,60,0,3,0,250,30,1,6,1,1,0.44114598769720526
0,0,3,2020,2020,2,5,0,610,250,0,0,0,1,0.08228517866887274
0,0,2,880,50,0,0,6,860,50,0,0,0,0,0.15283210815031517
0,0,3,40,40,1,6,0,20,0,0,0,0,0,0.12047059164733034
0,0,3,1630,930,2,6,0,910,930,0,0,0,0,0.07588558383368593
1,0,2,4870,190,0,0,0,4870,190,1,2,1,1,0.32518348579154477
1,0,2,5280,240,0,0,0,4910,240,0,0,0,0,0.11071295437395552
0,0,2,80,40,3,6,0,80,0,1,2,1,0,0.2973422417115256
0,0,2,310,40,0,0,0,220,40,0,0,0,0,0.12071043554505706
0,0,2,1050,180,0,6,0,720,0,1,3,1,1,0.36053619297994755
1,0,3,300,250,2,6,0,0,210,1,1,1,0,0.27499665587682354
0,0,3,4460,150,0,0,0,4460,150,0,0,0,0,0.11424101998252982
0,0,1,920,50,0,0,4,870,50,0,0,0,0,0.14185372157629123
0,0,2,900,50,0,0,0,810,50,0,0,0,0,0.11986741777733531
1,0,3,140,140,1,6,0,0,0,0,0,0,1,0.12388139172311569
1,0,2,3060,140,0,2,0,3010,140,1,2,1,0,0.33446960421267447
0,0,1,920,150,0,0,5,710,50,2,8,1,1,0.6798537201770686
0,0,3,0,0,0,6,0,0,0,0,0,0,0,0.1294638913657178
0,0,3,0,0,0,6,0,0,0,0,0,0,1,0.1294638913657178
1,0,1,190,150,2,6,0,190,60,1,6,1,0,0.42821671693147184
0,0,3,5330,460,0,0,2,4780,310,1,6,1,1,0.40616426037549175
0,0,3,3100,350,0,0,6,2830,140,1,12,1,1,0.6452974855024398
1,0,1,440,60,0,0,0,300,40,1,16,1,1,0.7163661136000462
0,1,2,2070,460,0,0,3,2070,90,0,0,0,0,0.11899960611989611
0,0,2,950,50,0,0,0,900,50,0,0,0,1,0.12050324402813956
1,0,2,2350,140,0,0,0,2150,100,1,12,1,1,0.6036659816726061
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
1,0,1,0,0,0,6,0,0,0,0,0,0,0,0.1373093311831595
1,0,3,3150,140,0,0,0,3150,140,0,0,0,0,0.12112153285044314
1,0,2,1140,90,0,6,0,860,80,0,0,0,1,0.1272030653444567
0,0,3,200,190,2,6,0,0,140,1,1,1,0,0.27247667748809556
0,0,2,630,660,2,6,0,30,0,0,0,0,0,0.10326109174214186
0,0,2,4150,260,0,0,3,4150,260,1,12,1,0,0.614921439696529
1,0,2,5750,240,0,0,0,5180,240,0,0,0,0,0.1072433854203887
0,0,3,800,820,1,6,0,130,30,0,0,0,0,0.10771438731642761
0,0,1,1470,660,0,0,1,1470,40,0,0,0,0,0.12641492102870547
0,0,2,3720,3870,2,2,0,10,280,1,1,1,0,0.157258065336053
1,0,2,160,30,0,6,0,90,30,0,0,0,0,0.13378766773347534
1,0,1,790,0,0,5,0,790,0,0,0,0,0,0.13544827455842257
1,0,3,450,670,3,6,0,450,100,0,0,0,0,0.10622974854000995
0,0,2,260,60,1,6,0,260,10,0,0,0,0,0.12107439962733928
1,0,1,610,40,0,0,6,580,40,0,0,0,1,0.16131907383525082
1,0,2,820,100,0,0,6,770,90,0,0,0,0,0.1574116525530136
1,0,3,1630,190,0,2,0,1500,150,0,0,0,0,0.12183152775269297
0,0,1,1470,920,2,2,4,1290,920,1,2,1,0,0.2733970205887029
1,0,2,1350,1320,2,6,0,50,60,0,0,0,0,0.09521292164415297
1,0,2,80,60,1,6,0,80,60,0,0,0,0,0.12516298030406303
0,0,2,1350,110,0,0,0,1150,80,1,8,1,1,0.48234149305900453
1,0,2,1540,60,0,0,3,1520,60,1,2,1,0,0.37075519136166624
1,0,1,4990,1220,0,3,0,4990,140,0,0,0,0,0.12331845410086033
1,0,2,1530,320,0,2,0,440,260,0,0,0,0,0.1036549889524253
1,0,3,90,90,3,6,0,10,60,0,0,0,0,0.10697426149232182
1,0,0,9910,4010,0,0,0,9910,340,0,0,0,0,0.10819637480044718
0,0,1,840,100,0,0,0,680,100,1,8,1,0,0.48525079289942136
1,0,2,470,470,3,6,0,20,470,0,0,0,0,0.09008527715604833
